sample_id,filename,source_path,checksum_sha256,movement_label_id,movement_label,participant_id,arm_code,arm,recording_id,split_group,sensor_location,device_model,device_orientation,sampling_rate_hz,original_length,processed_length,channel_names,quality_flag,sample_index,length_strategy,tensor_axis_order
ksas_m0_p09_i,0-9-i.csv,data/raw/KSAS-Dataset/movements/0-9-i.csv,27e4f661155aca5a0479f8a4ba2eb2dabf14cb0a11878298a9f84aff27ff9f81,0,no movement,P09,i,left,0-9-i,P09,smartphone,XiaoMi Mi A2,,,35,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,39,right_pad_with_zeros,"sample,channel,time"
ksas_m1_p01_d,1-1-d.csv,data/raw/KSAS-Dataset/movements/1-1-d.csv,a5e0c9ccd2d7cbf6d1d81caa9e51786b1f665f496e427d290e44498a66dac011,1,upward block,P01,d,right,1-1-d,P01,smartphone,XiaoMi Mi A2,,,36,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,40,right_pad_with_zeros,"sample,channel,time"
ksas_m1_p01_i,1-1-i.csv,data/raw/KSAS-Dataset/movements/1-1-i.csv,c59e5b8a5b0822c607160bbdf077562f90532b6f27c34243e04d980745be6220,1,upward block,P01,i,left,1-1-i,P01,smartphone,XiaoMi Mi A2,,,41,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,41,right_pad_with_zeros,"sample,channel,time"
ksas_m1_p10_d,1-10-d.csv,data/raw/KSAS-Dataset/movements/1-10-d.csv,db7f7d7aaf299bfe473b81ab6f4d8a88dac03fd18fb5406b1feff8ebe9aee00e,1,upward block,P10,d,right,1-10-d,P10,smartphone,XiaoMi Mi A2,,,27,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,42,right_pad_with_zeros,"sample,channel,time"
ksas_m1_p10_i,1-10-i.csv,data/raw/KSAS-Dataset/movements/1-10-i.csv,59a3f27c3498524dee5d16dadc62174eb3473947d9e9cc5bd2d0564818dd3c74,1,upward block,P10,i,left,1-10-i,P10,smartphone,XiaoMi Mi A2,,,26,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,43,right_pad_with_zeros,"sample,channel,time"
ksas_m1_p11_d,1-11-d.csv,data/raw/KSAS-Dataset/movements/1-11-d.csv,ad9563cd6a59086442b533a7e1422f81c1a0c313eb924deb11c387a40bb1a510,1,upward block,P11,d,right,1-11-d,P11,smartphone,XiaoMi Mi A2,,,39,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,44,right_pad_with_zeros,"sample,channel,time"
ksas_m1_p11_i,1-11-i.csv,data/raw/KSAS-Dataset/movements/1-11-i.csv,1f9c28729adf76bc17ce305052bd16f5cd717c3ce2c3c224792a1e521ebf2558,1,upward block,P11,i,left,1-11-i,P11,smartphone,XiaoMi Mi A2,,,39,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,45,right_pad_with_zeros,"sample,channel,time"
ksas_m1_p12_d,1-12-d.csv,data/raw/KSAS-Dataset/movements/1-12-d.csv,01b72c9c7aaa1e779d65743ecf9e85bc1d5488afedfa56db7be6e041803945e6,1,upward block,P12,d,right,1-12-d,P12,smartphone,XiaoMi Mi A2,,,29,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,46,right_pad_with_zeros,"sample,channel,time"
ksas_m1_p12_i,1-12-i.csv,data/raw/KSAS-Dataset/movements/1-12-i.csv,b0829849052bbc80bdd61b847a5fecb92927c7b2e3ce3be3117929be80bf13a0,1,upward block,P12,i,left,1-12-i,P12,smartphone,XiaoMi Mi A2,,,33,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,47,right_pad_with_zeros,"sample,channel,time"
ksas_m1_p13_d,1-13-d.csv,data/raw/KSAS-Dataset/movements/1-13-d.csv,5f783533246d7f5469f4ad8d321750b93e60bc70e5da7ce6a0cf8d1b3c51d789,1,upward block,P13,d,right,1-13-d,P13,smartphone,XiaoMi Mi A2,,,38,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,48,right_pad_with_zeros,"sample,channel,time"
ksas_m1_p13_i,1-13-i.csv,data/raw/KSAS-Dataset/movements/1-13-i.csv,faaff813fd88844edc872b778a9c155e858c69c77de8ca6c59227f314139835c,1,upward block,P13,i,left,1-13-i,P13,smartphone,XiaoMi Mi A2,,,34,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,49,right_pad_with_zeros,"sample,channel,time"
ksas_m1_p14_d,1-14-d.csv,data/raw/KSAS-Dataset/movements/1-14-d.csv,2b3b7fb923e068399389ba34ee006694928bb8d2f139b1f8206a2582921180e6,1,upward block,P14,d,right,1-14-d,P14,smartphone,XiaoMi Mi A2,,,36,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,50,right_pad_with_zeros,"sample,channel,time"
ksas_m1_p14_i,1-14-i.csv,data/raw/KSAS-Dataset/movements/1-14-i.csv,9f017a71555a67486c036b1d7eb4f1b9d63705538330518b2dee75dc4acf93a4,1,upward block,P14,i,left,1-14-i,P14,smartphone,XiaoMi Mi A2,,,37,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,51,right_pad_with_zeros,"sample,channel,time"
ksas_m1_p15_d,1-15-d.csv,data/raw/KSAS-Dataset/movements/1-15-d.csv,f9d0776bae7d9b8d185210cbf0151fc162caa8bdee853ece485845d891629da4,1,upward block,P15,d,right,1-15-d,P15,smartphone,XiaoMi Mi A2,,,44,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,52,right_pad_with_zeros,"sample,channel,time"
ksas_m1_p15_i,1-15-i.csv,data/raw/KSAS-Dataset/movements/1-15-i.csv,4fb7f6b37695fec7895df65e06e3fd8fa035b783c15a670241067428a0b0935e,1,upward block,P15,i,left,1-15-i,P15,smartphone,XiaoMi Mi A2,,,47,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,53,right_pad_with_zeros,"sample,channel,time"
ksas_m1_p16_d,1-16-d.csv,data/raw/KSAS-Dataset/movements/1-16-d.csv,caf5dc7a26511389da1988ecf351ce5335ef4216e47d81c981cc9272d171bbfe,1,upward block,P16,d,right,1-16-d,P16,smartphone,XiaoMi Mi A2,,,31,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,54,right_pad_with_zeros,"sample,channel,time"
ksas_m1_p16_i,1-16-i.csv,data/raw/KSAS-Dataset/movements/1-16-i.csv,c8b8e98dc4f73461f40165d945b6c78c89041631c472b1e9c539457e3e2a32e4,1,upward block,P16,i,left,1-16-i,P16,smartphone,XiaoMi Mi A2,,,37,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,55,right_pad_with_zeros,"sample,channel,time"
ksas_m1_p17_d,1-17-d.csv,data/raw/KSAS-Dataset/movements/1-17-d.csv,a3578f02255678be1bba2d2a2efaeff1e7c7df300638e223ffd3f64f9f7f6ffd,1,upward block,P17,d,right,1-17-d,P17,smartphone,XiaoMi Mi A2,,,54,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,56,right_pad_with_zeros,"sample,channel,time"
ksas_m1_p17_i,1-17-i.csv,data/raw/KSAS-Dataset/movements/1-17-i.csv,ec83d283aab6046e75dbf157a449b7449fe1811294302d68b39490393f73a262,1,upward block,P17,i,left,1-17-i,P17,smartphone,XiaoMi Mi A2,,,52,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,57,right_pad_with_zeros,"sample,channel,time"
ksas_m1_p18_d,1-18-d.csv,data/raw/KSAS-Dataset/movements/1-18-d.csv,3dbabbcf706b5593bd0208bb1c8b0cca12a5c704ab3b7b63e4a99a68d6d1fbef,1,upward block,P18,d,right,1-18-d,P18,smartphone,XiaoMi Mi A2,,,51,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,58,right_pad_with_zeros,"sample,channel,time"
ksas_m1_p18_i,1-18-i.csv,data/raw/KSAS-Dataset/movements/1-18-i.csv,9d8400086d660902fcd8af24a22e1c69cf4dbc5caffe06c935d801dc64379983,1,upward block,P18,i,left,1-18-i,P18,smartphone,XiaoMi Mi A2,,,42,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,59,right_pad_with_zeros,"sample,channel,time"
ksas_m1_p19_d,1-19-d.csv,data/raw/KSAS-Dataset/movements/1-19-d.csv,39790833d5776d4b32c58f2d015599b0c9f9f01bd73b16ccf5980701dde350e4,1,upward block,P19,d,right,1-19-d,P19,smartphone,XiaoMi Mi A2,,,44,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,60,right_pad_with_zeros,"sample,channel,time"
ksas_m1_p19_i,1-19-i.csv,data/raw/KSAS-Dataset/movements/1-19-i.csv,003ebbc41bbe474aee4e547307dc1caf1b345be227adb86e8ff158706dd354ca,1,upward block,P19,i,left,1-19-i,P19,smartphone,XiaoMi Mi A2,,,39,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,61,right_pad_with_zeros,"sample,channel,time"
ksas_m1_p02_d,1-2-d.csv,data/raw/KSAS-Dataset/movements/1-2-d.csv,3a803bf251c7dab9ab6aad07f18f4e19bb8e0fd8cd095b43a9c2bd340b23d4ec,1,upward block,P02,d,right,1-2-d,P02,smartphone,XiaoMi Mi A2,,,27,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,62,right_pad_with_zeros,"sample,channel,time"
ksas_m1_p02_i,1-2-i.csv,data/raw/KSAS-Dataset/movements/1-2-i.csv,e1b6977c67ff4cfc3fcbd7ce3b4571dec55e452b4492e778f7b1d5050394861d,1,upward block,P02,i,left,1-2-i,P02,smartphone,XiaoMi Mi A2,,,28,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,63,right_pad_with_zeros,"sample,channel,time"
ksas_m1_p20_d,1-20-d.csv,data/raw/KSAS-Dataset/movements/1-20-d.csv,ffea7b961366b5fb0b0450cb033136c101e51cd0574d9790b71517d78b8d9101,1,upward block,P20,d,right,1-20-d,P20,smartphone,XiaoMi Mi A2,,,26,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,64,right_pad_with_zeros,"sample,channel,time"
ksas_m1_p20_i,1-20-i.csv,data/raw/KSAS-Dataset/movements/1-20-i.csv,695df323800056ede43f2c767eb4dcb091cc648e0a3cc09b62f5b19400141328,1,upward block,P20,i,left,1-20-i,P20,smartphone,XiaoMi Mi A2,,,29,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,65,right_pad_with_zeros,"sample,channel,time"
ksas_m1_p03_d,1-3-d.csv,data/raw/KSAS-Dataset/movements/1-3-d.csv,1de8a9d1044d279e38bad955b251324a469ce6867a89b9e8c526f1b51ff72fde,1,upward block,P03,d,right,1-3-d,P03,smartphone,XiaoMi Mi A2,,,35,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,66,right_pad_with_zeros,"sample,channel,time"
ksas_m1_p03_i,1-3-i.csv,data/raw/KSAS-Dataset/movements/1-3-i.csv,855e62b6ca578986a20cfbaa06ad583fb92d243829bb848ee28797a2040bbf8e,1,upward block,P03,i,left,1-3-i,P03,smartphone,XiaoMi Mi A2,,,28,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,67,right_pad_with_zeros,"sample,channel,time"
ksas_m1_p04_d,1-4-d.csv,data/raw/KSAS-Dataset/movements/1-4-d.csv,224a353bd44d87c52df37acd626969e43bcd2647055b8abcae1b4ac9ab8135c8,1,upward block,P04,d,right,1-4-d,P04,smartphone,XiaoMi Mi A2,,,29,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,68,right_pad_with_zeros,"sample,channel,time"
ksas_m1_p04_i,1-4-i.csv,data/raw/KSAS-Dataset/movements/1-4-i.csv,cd7411982fcc602d26f5faa8e75554bd6261f14ab718678043a25fba10bb3601,1,upward block,P04,i,left,1-4-i,P04,smartphone,XiaoMi Mi A2,,,39,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,69,right_pad_with_zeros,"sample,channel,time"
ksas_m1_p05_d,1-5-d.csv,data/raw/KSAS-Dataset/movements/1-5-d.csv,5a9ec8713a7423718fc66798551eea8d39a37aee419b78a28a5bf7651a9f8e8b,1,upward block,P05,d,right,1-5-d,P05,smartphone,XiaoMi Mi A2,,,30,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,70,right_pad_with_zeros,"sample,channel,time"
ksas_m1_p05_i,1-5-i.csv,data/raw/KSAS-Dataset/movements/1-5-i.csv,f7bcff05bf6fec2fd619bb7854bc3c61a6c18f94f896fc90910ec2ecc18b90c6,1,upward block,P05,i,left,1-5-i,P05,smartphone,XiaoMi Mi A2,,,30,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,71,right_pad_with_zeros,"sample,channel,time"
ksas_m1_p06_d,1-6-d.csv,data/raw/KSAS-Dataset/movements/1-6-d.csv,ff618cdcdf81dd094a533ad4795e244d9ead5b30b87a8328dba4bf1f20bf9cef,1,upward block,P06,d,right,1-6-d,P06,smartphone,XiaoMi Mi A2,,,36,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,72,right_pad_with_zeros,"sample,channel,time"
ksas_m1_p06_i,1-6-i.csv,data/raw/KSAS-Dataset/movements/1-6-i.csv,e5ab50d1dc03dc2876fb396a8f7864dfd41a73a4f7824f0031869081be3c78b4,1,upward block,P06,i,left,1-6-i,P06,smartphone,XiaoMi Mi A2,,,28,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,73,right_pad_with_zeros,"sample,channel,time"
ksas_m1_p07_d,1-7-d.csv,data/raw/KSAS-Dataset/movements/1-7-d.csv,19863d9a69e6209f1e00bfda16bb90c84e09503ce8e27e53e68e833b5dfe0a5b,1,upward block,P07,d,right,1-7-d,P07,smartphone,XiaoMi Mi A2,,,24,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,74,right_pad_with_zeros,"sample,channel,time"
ksas_m1_p07_i,1-7-i.csv,data/raw/KSAS-Dataset/movements/1-7-i.csv,ffe24c6441d2f2de8e4fb3ee06088f1f73a094832e123a25f0b87c1f841fd997,1,upward block,P07,i,left,1-7-i,P07,smartphone,XiaoMi Mi A2,,,29,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,75,right_pad_with_zeros,"sample,channel,time"
ksas_m1_p08_d,1-8-d.csv,data/raw/KSAS-Dataset/movements/1-8-d.csv,5dd1fffb198572bd45b798abc4677860986afde72ab3812907f14dbe08235186,1,upward block,P08,d,right,1-8-d,P08,smartphone,XiaoMi Mi A2,,,36,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,76,right_pad_with_zeros,"sample,channel,time"
ksas_m1_p08_i,1-8-i.csv,data/raw/KSAS-Dataset/movements/1-8-i.csv,b25c24176d0e5a42fb97dc881b57729ae2e59904ac0a07068d7bb310d429ba8b,1,upward block,P08,i,left,1-8-i,P08,smartphone,XiaoMi Mi A2,,,36,56,"[""accelerometer_x"", ""accelerometer_y"", ""accelerometer_z"", ""gravity_x"", ""gravity_y"", ""gravity_z"", ""gyros_x"", ""gyros_y"", ""gyros_z"", ""lin_accel_x"", ""lin_accel_y"", ""lin_accel_z"", ""game_rot_vec_x"", ""game_rot_vec_y"", ""game_rot_vec_z"", ""magn_field_x"", ""magn_field_y"", ""magn_field_z""]",valid,77,right_pad_with_zeros,"sample,channel,time"
