pattern_rank,feature_index,fold,sample_index,sample_id,participant_id,arm_code,y_true,y_pred,correct,feature_value
2,8429,0,131,ksas_m3_p14_i,P14,i,3,3,True,0.3214285671710968
3,7931,0,131,ksas_m3_p14_i,P14,i,3,3,True,0.5535714030265808
4,6206,0,131,ksas_m3_p14_i,P14,i,3,3,True,0.1964285671710968
5,8463,0,131,ksas_m3_p14_i,P14,i,3,3,True,0.5357142686843872
6,8405,0,131,ksas_m3_p14_i,P14,i,3,3,True,0.5
7,7909,0,131,ksas_m3_p14_i,P14,i,3,3,True,0.5892857313156128
8,8453,0,131,ksas_m3_p14_i,P14,i,3,3,True,0.4285714328289032
9,8485,0,131,ksas_m3_p14_i,P14,i,3,3,True,0.4642857015132904
10,6196,0,131,ksas_m3_p14_i,P14,i,3,3,True,0.3214285671710968
11,7944,0,131,ksas_m3_p14_i,P14,i,3,3,True,0.1964285671710968
12,8533,0,131,ksas_m3_p14_i,P14,i,3,3,True,0.3392857015132904
1,8164,0,152,ksas_m3_p06_d,P06,d,3,3,True,0.4107142984867096
2,8429,0,152,ksas_m3_p06_d,P06,d,3,3,True,0.4642857015132904
3,7931,0,152,ksas_m3_p06_d,P06,d,3,3,True,0.5892857313156128
4,6206,0,152,ksas_m3_p06_d,P06,d,3,3,True,0.4821428656578064
5,8463,0,152,ksas_m3_p06_d,P06,d,3,3,True,0.5714285969734192
6,8405,0,152,ksas_m3_p06_d,P06,d,3,3,True,0.4821428656578064
7,7909,0,152,ksas_m3_p06_d,P06,d,3,3,True,0.4642857015132904
8,8453,0,152,ksas_m3_p06_d,P06,d,3,3,True,0.5535714030265808
9,8485,0,152,ksas_m3_p06_d,P06,d,3,3,True,0.4821428656578064
10,6196,0,152,ksas_m3_p06_d,P06,d,3,3,True,0.5357142686843872
11,7944,0,152,ksas_m3_p06_d,P06,d,3,3,True,0.2678571343421936
12,8533,0,152,ksas_m3_p06_d,P06,d,3,3,True,0.375
1,8164,0,153,ksas_m3_p06_i,P06,i,3,3,True,0.5357142686843872
2,8429,0,153,ksas_m3_p06_i,P06,i,3,3,True,0.3214285671710968
3,7931,0,153,ksas_m3_p06_i,P06,i,3,3,True,0.5535714030265808
4,6206,0,153,ksas_m3_p06_i,P06,i,3,3,True,0.2678571343421936
5,8463,0,153,ksas_m3_p06_i,P06,i,3,3,True,0.4285714328289032
6,8405,0,153,ksas_m3_p06_i,P06,i,3,3,True,0.4642857015132904
7,7909,0,153,ksas_m3_p06_i,P06,i,3,3,True,0.5178571343421936
8,8453,0,153,ksas_m3_p06_i,P06,i,3,3,True,0.4642857015132904
9,8485,0,153,ksas_m3_p06_i,P06,i,3,3,True,0.5178571343421936
10,6196,0,153,ksas_m3_p06_i,P06,i,3,3,True,0.4285714328289032
11,7944,0,153,ksas_m3_p06_i,P06,i,3,3,True,0.3035714328289032
12,8533,0,153,ksas_m3_p06_i,P06,i,3,3,True,0.3392857015132904
1,8164,0,160,ksas_m4_p01_d,P01,d,4,4,True,0.5
2,8429,0,160,ksas_m4_p01_d,P01,d,4,4,True,0.3214285671710968
3,7931,0,160,ksas_m4_p01_d,P01,d,4,4,True,0.3928571343421936
4,6206,0,160,ksas_m4_p01_d,P01,d,4,4,True,0.5
5,8463,0,160,ksas_m4_p01_d,P01,d,4,4,True,0.5892857313156128
6,8405,0,160,ksas_m4_p01_d,P01,d,4,4,True,0.4464285671710968
7,7909,0,160,ksas_m4_p01_d,P01,d,4,4,True,0.4285714328289032
8,8453,0,160,ksas_m4_p01_d,P01,d,4,4,True,0.5535714030265808
9,8485,0,160,ksas_m4_p01_d,P01,d,4,4,True,0.3928571343421936
10,6196,0,160,ksas_m4_p01_d,P01,d,4,4,True,0.5
11,7944,0,160,ksas_m4_p01_d,P01,d,4,4,True,0.4285714328289032
12,8533,0,160,ksas_m4_p01_d,P01,d,4,4,True,0.4821428656578064
1,8164,0,161,ksas_m4_p01_i,P01,i,4,4,True,0.4821428656578064
2,8429,0,161,ksas_m4_p01_i,P01,i,4,4,True,0.4464285671710968
3,7931,0,161,ksas_m4_p01_i,P01,i,4,4,True,0.4464285671710968
4,6206,0,161,ksas_m4_p01_i,P01,i,4,4,True,0.6428571343421936
5,8463,0,161,ksas_m4_p01_i,P01,i,4,4,True,0.5714285969734192
6,8405,0,161,ksas_m4_p01_i,P01,i,4,4,True,0.4464285671710968
7,7909,0,161,ksas_m4_p01_i,P01,i,4,4,True,0.4642857015132904
8,8453,0,161,ksas_m4_p01_i,P01,i,4,4,True,0.625
9,8485,0,161,ksas_m4_p01_i,P01,i,4,4,True,0.5892857313156128
10,6196,0,161,ksas_m4_p01_i,P01,i,4,4,True,0.6428571343421936
11,7944,0,161,ksas_m4_p01_i,P01,i,4,4,True,0.4107142984867096
12,8533,0,161,ksas_m4_p01_i,P01,i,4,4,True,0.5535714030265808
1,8164,0,168,ksas_m4_p13_d,P13,d,4,4,True,0.3928571343421936
2,8429,0,168,ksas_m4_p13_d,P13,d,4,4,True,0.3928571343421936
3,7931,0,168,ksas_m4_p13_d,P13,d,4,4,True,0.4642857015132904
4,6206,0,168,ksas_m4_p13_d,P13,d,4,4,True,0.5714285969734192
5,8463,0,168,ksas_m4_p13_d,P13,d,4,4,True,0.5892857313156128
6,8405,0,168,ksas_m4_p13_d,P13,d,4,4,True,0.4464285671710968
7,7909,0,168,ksas_m4_p13_d,P13,d,4,4,True,0.5535714030265808
8,8453,0,168,ksas_m4_p13_d,P13,d,4,4,True,0.5178571343421936
9,8485,0,168,ksas_m4_p13_d,P13,d,4,4,True,0.5892857313156128
10,6196,0,168,ksas_m4_p13_d,P13,d,4,4,True,0.5892857313156128
11,7944,0,168,ksas_m4_p13_d,P13,d,4,4,True,0.4464285671710968
12,8533,0,168,ksas_m4_p13_d,P13,d,4,4,True,0.5714285969734192
1,8164,0,169,ksas_m4_p13_i,P13,i,4,4,True,0.4642857015132904
2,8429,0,169,ksas_m4_p13_i,P13,i,4,4,True,0.4107142984867096
3,7931,0,169,ksas_m4_p13_i,P13,i,4,4,True,0.4821428656578064
4,6206,0,169,ksas_m4_p13_i,P13,i,4,4,True,0.6071428656578064
5,8463,0,169,ksas_m4_p13_i,P13,i,4,4,True,0.6785714030265808
6,8405,0,169,ksas_m4_p13_i,P13,i,4,4,True,0.5178571343421936
7,7909,0,169,ksas_m4_p13_i,P13,i,4,4,True,0.4821428656578064
8,8453,0,169,ksas_m4_p13_i,P13,i,4,4,True,0.625
9,8485,0,169,ksas_m4_p13_i,P13,i,4,4,True,0.4821428656578064
10,6196,0,169,ksas_m4_p13_i,P13,i,4,4,True,0.6071428656578064
11,7944,0,169,ksas_m4_p13_i,P13,i,4,4,True,0.4642857015132904
12,8533,0,169,ksas_m4_p13_i,P13,i,4,4,True,0.6071428656578064
1,8164,0,170,ksas_m4_p14_d,P14,d,4,4,True,0.3571428656578064
2,8429,0,170,ksas_m4_p14_d,P14,d,4,4,True,0.3928571343421936
3,7931,0,170,ksas_m4_p14_d,P14,d,4,4,True,0.4285714328289032
4,6206,0,170,ksas_m4_p14_d,P14,d,4,4,True,0.6071428656578064
5,8463,0,170,ksas_m4_p14_d,P14,d,4,4,True,0.5892857313156128
6,8405,0,170,ksas_m4_p14_d,P14,d,4,4,True,0.4642857015132904
7,7909,0,170,ksas_m4_p14_d,P14,d,4,4,True,0.5357142686843872
8,8453,0,170,ksas_m4_p14_d,P14,d,4,4,True,0.5714285969734192
9,8485,0,170,ksas_m4_p14_d,P14,d,4,4,True,0.5178571343421936
10,6196,0,170,ksas_m4_p14_d,P14,d,4,4,True,0.6071428656578064
11,7944,0,170,ksas_m4_p14_d,P14,d,4,4,True,0.4464285671710968
12,8533,0,170,ksas_m4_p14_d,P14,d,4,4,True,0.6428571343421936
1,8164,0,171,ksas_m4_p14_i,P14,i,4,4,True,0.4642857015132904
2,8429,0,171,ksas_m4_p14_i,P14,i,4,4,True,0.4107142984867096
3,7931,0,171,ksas_m4_p14_i,P14,i,4,4,True,0.4464285671710968
4,6206,0,171,ksas_m4_p14_i,P14,i,4,4,True,0.5892857313156128
5,8463,0,171,ksas_m4_p14_i,P14,i,4,4,True,0.5714285969734192
6,8405,0,171,ksas_m4_p14_i,P14,i,4,4,True,0.5178571343421936
7,7909,0,171,ksas_m4_p14_i,P14,i,4,4,True,0.5
8,8453,0,171,ksas_m4_p14_i,P14,i,4,4,True,0.625
9,8485,0,171,ksas_m4_p14_i,P14,i,4,4,True,0.6071428656578064
10,6196,0,171,ksas_m4_p14_i,P14,i,4,4,True,0.5892857313156128
11,7944,0,171,ksas_m4_p14_i,P14,i,4,4,True,0.4464285671710968
12,8533,0,171,ksas_m4_p14_i,P14,i,4,4,True,0.6428571343421936
1,8164,0,192,ksas_m4_p06_d,P06,d,4,4,True,0.375
2,8429,0,192,ksas_m4_p06_d,P06,d,4,4,True,0.4285714328289032
3,7931,0,192,ksas_m4_p06_d,P06,d,4,4,True,0.4642857015132904
4,6206,0,192,ksas_m4_p06_d,P06,d,4,4,True,0.5892857313156128
5,8463,0,192,ksas_m4_p06_d,P06,d,4,4,True,0.5892857313156128
6,8405,0,192,ksas_m4_p06_d,P06,d,4,4,True,0.5
7,7909,0,192,ksas_m4_p06_d,P06,d,4,4,True,0.5714285969734192
8,8453,0,192,ksas_m4_p06_d,P06,d,4,4,True,0.5535714030265808
9,8485,0,192,ksas_m4_p06_d,P06,d,4,4,True,0.5178571343421936
10,6196,0,192,ksas_m4_p06_d,P06,d,4,4,True,0.5892857313156128
11,7944,0,192,ksas_m4_p06_d,P06,d,4,4,True,0.4285714328289032
12,8533,0,192,ksas_m4_p06_d,P06,d,4,4,True,0.5535714030265808
1,8164,0,193,ksas_m4_p06_i,P06,i,4,4,True,0.5178571343421936
2,8429,0,193,ksas_m4_p06_i,P06,i,4,4,True,0.3571428656578064
3,7931,0,193,ksas_m4_p06_i,P06,i,4,4,True,0.4642857015132904
4,6206,0,193,ksas_m4_p06_i,P06,i,4,4,True,0.5714285969734192
5,8463,0,193,ksas_m4_p06_i,P06,i,4,4,True,0.5535714030265808
6,8405,0,193,ksas_m4_p06_i,P06,i,4,4,True,0.4821428656578064
7,7909,0,193,ksas_m4_p06_i,P06,i,4,4,True,0.375
8,8453,0,193,ksas_m4_p06_i,P06,i,4,4,True,0.5357142686843872
9,8485,0,193,ksas_m4_p06_i,P06,i,4,4,True,0.6071428656578064
10,6196,0,193,ksas_m4_p06_i,P06,i,4,4,True,0.5892857313156128
11,7944,0,193,ksas_m4_p06_i,P06,i,4,4,True,0.375
12,8533,0,193,ksas_m4_p06_i,P06,i,4,4,True,0.6607142686843872
1,8164,0,200,ksas_m5_p01_d,P01,d,5,5,True,0.4642857015132904
2,8429,0,200,ksas_m5_p01_d,P01,d,5,5,True,0.4285714328289032
3,7931,0,200,ksas_m5_p01_d,P01,d,5,5,True,0.0892857164144516
4,6206,0,200,ksas_m5_p01_d,P01,d,5,5,True,0.4642857015132904
5,8463,0,200,ksas_m5_p01_d,P01,d,5,5,True,0.5178571343421936
6,8405,0,200,ksas_m5_p01_d,P01,d,5,5,True,0.5357142686843872
7,7909,0,200,ksas_m5_p01_d,P01,d,5,5,True,0.1428571492433548
8,8453,0,200,ksas_m5_p01_d,P01,d,5,5,True,0.5535714030265808
9,8485,0,200,ksas_m5_p01_d,P01,d,5,5,True,0.6428571343421936
10,6196,0,200,ksas_m5_p01_d,P01,d,5,5,True,0.3571428656578064
11,7944,0,200,ksas_m5_p01_d,P01,d,5,5,True,0.5714285969734192
12,8533,0,200,ksas_m5_p01_d,P01,d,5,5,True,0.6071428656578064
1,8164,0,201,ksas_m5_p01_i,P01,i,5,5,True,0.4642857015132904
2,8429,0,201,ksas_m5_p01_i,P01,i,5,5,True,0.4107142984867096
3,7931,0,201,ksas_m5_p01_i,P01,i,5,5,True,0.1785714328289032
4,6206,0,201,ksas_m5_p01_i,P01,i,5,5,True,0.4464285671710968
5,8463,0,201,ksas_m5_p01_i,P01,i,5,5,True,0.5714285969734192
6,8405,0,201,ksas_m5_p01_i,P01,i,5,5,True,0.5357142686843872
7,7909,0,201,ksas_m5_p01_i,P01,i,5,5,True,0.3392857015132904
8,8453,0,201,ksas_m5_p01_i,P01,i,5,5,True,0.5357142686843872
9,8485,0,201,ksas_m5_p01_i,P01,i,5,5,True,0.4107142984867096
10,6196,0,201,ksas_m5_p01_i,P01,i,5,5,True,0.4285714328289032
11,7944,0,201,ksas_m5_p01_i,P01,i,5,5,True,0.4642857015132904
12,8533,0,201,ksas_m5_p01_i,P01,i,5,5,True,0.4285714328289032
1,8164,0,208,ksas_m5_p13_d,P13,d,5,5,True,0.5535714030265808
2,8429,0,208,ksas_m5_p13_d,P13,d,5,5,True,0.3928571343421936
3,7931,0,208,ksas_m5_p13_d,P13,d,5,5,True,0.0892857164144516
4,6206,0,208,ksas_m5_p13_d,P13,d,5,5,True,0.4464285671710968
5,8463,0,208,ksas_m5_p13_d,P13,d,5,5,True,0.4821428656578064
6,8405,0,208,ksas_m5_p13_d,P13,d,5,5,True,0.5714285969734192
7,7909,0,208,ksas_m5_p13_d,P13,d,5,5,True,0.125
8,8453,0,208,ksas_m5_p13_d,P13,d,5,5,True,0.5
9,8485,0,208,ksas_m5_p13_d,P13,d,5,5,True,0.4821428656578064
10,6196,0,208,ksas_m5_p13_d,P13,d,5,5,True,0.4821428656578064
11,7944,0,208,ksas_m5_p13_d,P13,d,5,5,True,0.8214285969734192
12,8533,0,208,ksas_m5_p13_d,P13,d,5,5,True,0.4642857015132904
1,8164,0,209,ksas_m5_p13_i,P13,i,5,5,True,0.4285714328289032
2,8429,0,209,ksas_m5_p13_i,P13,i,5,5,True,0.3571428656578064
3,7931,0,209,ksas_m5_p13_i,P13,i,5,5,True,0.1607142835855484
4,6206,0,209,ksas_m5_p13_i,P13,i,5,5,True,0.4464285671710968
5,8463,0,209,ksas_m5_p13_i,P13,i,5,5,True,0.5714285969734192
6,8405,0,209,ksas_m5_p13_i,P13,i,5,5,True,0.6428571343421936
7,7909,0,209,ksas_m5_p13_i,P13,i,5,5,True,0.2678571343421936
8,8453,0,209,ksas_m5_p13_i,P13,i,5,5,True,0.4642857015132904
9,8485,0,209,ksas_m5_p13_i,P13,i,5,5,True,0.4821428656578064
10,6196,0,209,ksas_m5_p13_i,P13,i,5,5,True,0.5
11,7944,0,209,ksas_m5_p13_i,P13,i,5,5,True,0.5892857313156128
12,8533,0,209,ksas_m5_p13_i,P13,i,5,5,True,0.3214285671710968
1,8164,0,210,ksas_m5_p14_d,P14,d,5,5,True,0.5714285969734192
2,8429,0,210,ksas_m5_p14_d,P14,d,5,5,True,0.4464285671710968
3,7931,0,210,ksas_m5_p14_d,P14,d,5,5,True,0.1607142835855484
4,6206,0,210,ksas_m5_p14_d,P14,d,5,5,True,0.3928571343421936
5,8463,0,210,ksas_m5_p14_d,P14,d,5,5,True,0.5357142686843872
6,8405,0,210,ksas_m5_p14_d,P14,d,5,5,True,0.5714285969734192
7,7909,0,210,ksas_m5_p14_d,P14,d,5,5,True,0.0892857164144516
8,8453,0,210,ksas_m5_p14_d,P14,d,5,5,True,0.5714285969734192
9,8485,0,210,ksas_m5_p14_d,P14,d,5,5,True,0.4107142984867096
10,6196,0,210,ksas_m5_p14_d,P14,d,5,5,True,0.3392857015132904
11,7944,0,210,ksas_m5_p14_d,P14,d,5,5,True,0.7142857313156128
12,8533,0,210,ksas_m5_p14_d,P14,d,5,5,True,0.3214285671710968
1,8164,0,211,ksas_m5_p14_i,P14,i,5,5,True,0.4821428656578064
2,8429,0,211,ksas_m5_p14_i,P14,i,5,5,True,0.4107142984867096
3,7931,0,211,ksas_m5_p14_i,P14,i,5,5,True,0.1607142835855484
4,6206,0,211,ksas_m5_p14_i,P14,i,5,5,True,0.4107142984867096
5,8463,0,211,ksas_m5_p14_i,P14,i,5,5,True,0.5714285969734192
6,8405,0,211,ksas_m5_p14_i,P14,i,5,5,True,0.625
7,7909,0,211,ksas_m5_p14_i,P14,i,5,5,True,0.1964285671710968
8,8453,0,211,ksas_m5_p14_i,P14,i,5,5,True,0.4821428656578064
9,8485,0,211,ksas_m5_p14_i,P14,i,5,5,True,0.375
10,6196,0,211,ksas_m5_p14_i,P14,i,5,5,True,0.3928571343421936
11,7944,0,211,ksas_m5_p14_i,P14,i,5,5,True,0.625
12,8533,0,211,ksas_m5_p14_i,P14,i,5,5,True,0.3571428656578064
1,8164,0,232,ksas_m5_p06_d,P06,d,5,5,True,0.4642857015132904
2,8429,0,232,ksas_m5_p06_d,P06,d,5,5,True,0.4642857015132904
3,7931,0,232,ksas_m5_p06_d,P06,d,5,5,True,0.0535714291036129
4,6206,0,232,ksas_m5_p06_d,P06,d,5,5,True,0.4285714328289032
5,8463,0,232,ksas_m5_p06_d,P06,d,5,5,True,0.5
6,8405,0,232,ksas_m5_p06_d,P06,d,5,5,True,0.4285714328289032
7,7909,0,232,ksas_m5_p06_d,P06,d,5,5,True,0.0357142873108387
8,8453,0,232,ksas_m5_p06_d,P06,d,5,5,True,0.5178571343421936
9,8485,0,232,ksas_m5_p06_d,P06,d,5,5,True,0.4285714328289032
10,6196,0,232,ksas_m5_p06_d,P06,d,5,5,True,0.3571428656578064
11,7944,0,232,ksas_m5_p06_d,P06,d,5,5,True,0.6964285969734192
12,8533,0,232,ksas_m5_p06_d,P06,d,5,5,True,0.5892857313156128
1,8164,0,233,ksas_m5_p06_i,P06,i,5,5,True,0.5178571343421936
2,8429,0,233,ksas_m5_p06_i,P06,i,5,5,True,0.4285714328289032
3,7931,0,233,ksas_m5_p06_i,P06,i,5,5,True,0.2321428507566452
4,6206,0,233,ksas_m5_p06_i,P06,i,5,5,True,0.4107142984867096
5,8463,0,233,ksas_m5_p06_i,P06,i,5,5,True,0.5714285969734192
6,8405,0,233,ksas_m5_p06_i,P06,i,5,5,True,0.6071428656578064
7,7909,0,233,ksas_m5_p06_i,P06,i,5,5,True,0.2321428507566452
8,8453,0,233,ksas_m5_p06_i,P06,i,5,5,True,0.5357142686843872
9,8485,0,233,ksas_m5_p06_i,P06,i,5,5,True,0.3928571343421936
10,6196,0,233,ksas_m5_p06_i,P06,i,5,5,True,0.4285714328289032
11,7944,0,233,ksas_m5_p06_i,P06,i,5,5,True,0.5
12,8533,0,233,ksas_m5_p06_i,P06,i,5,5,True,0.3928571343421936
1,8164,1,2,ksas_m0_p10_d,P10,d,0,0,True,0.0714285746216774
2,8429,1,2,ksas_m0_p10_d,P10,d,0,0,True,0.1428571492433548
3,7931,1,2,ksas_m0_p10_d,P10,d,0,0,True,0.0
4,6206,1,2,ksas_m0_p10_d,P10,d,0,0,True,0.0
5,8463,1,2,ksas_m0_p10_d,P10,d,0,0,True,0.0
6,8405,1,2,ksas_m0_p10_d,P10,d,0,0,True,0.0
7,7909,1,2,ksas_m0_p10_d,P10,d,0,0,True,0.0
8,8453,1,2,ksas_m0_p10_d,P10,d,0,0,True,0.0
9,8485,1,2,ksas_m0_p10_d,P10,d,0,0,True,0.0
10,6196,1,2,ksas_m0_p10_d,P10,d,0,0,True,0.0
11,7944,1,2,ksas_m0_p10_d,P10,d,0,0,True,0.4285714328289032
12,8533,1,2,ksas_m0_p10_d,P10,d,0,0,True,0.0
1,8164,1,3,ksas_m0_p10_i,P10,i,0,0,True,0.0714285746216774
2,8429,1,3,ksas_m0_p10_i,P10,i,0,0,True,0.0892857164144516
3,7931,1,3,ksas_m0_p10_i,P10,i,0,0,True,0.0
4,6206,1,3,ksas_m0_p10_i,P10,i,0,0,True,0.0
5,8463,1,3,ksas_m0_p10_i,P10,i,0,0,True,0.0
6,8405,1,3,ksas_m0_p10_i,P10,i,0,0,True,0.0
7,7909,1,3,ksas_m0_p10_i,P10,i,0,0,True,0.0
8,8453,1,3,ksas_m0_p10_i,P10,i,0,0,True,0.0
9,8485,1,3,ksas_m0_p10_i,P10,i,0,0,True,0.0357142873108387
10,6196,1,3,ksas_m0_p10_i,P10,i,0,0,True,0.0
11,7944,1,3,ksas_m0_p10_i,P10,i,0,0,True,0.5178571343421936
12,8533,1,3,ksas_m0_p10_i,P10,i,0,0,True,0.0535714291036129
1,8164,1,6,ksas_m0_p12_d,P12,d,0,0,True,0.0
2,8429,1,6,ksas_m0_p12_d,P12,d,0,0,True,0.0
3,7931,1,6,ksas_m0_p12_d,P12,d,0,0,True,0.1071428582072258
4,6206,1,6,ksas_m0_p12_d,P12,d,0,0,True,0.0892857164144516
5,8463,1,6,ksas_m0_p12_d,P12,d,0,0,True,0.0
6,8405,1,6,ksas_m0_p12_d,P12,d,0,0,True,0.0
7,7909,1,6,ksas_m0_p12_d,P12,d,0,0,True,0.0
8,8453,1,6,ksas_m0_p12_d,P12,d,0,0,True,0.0
9,8485,1,6,ksas_m0_p12_d,P12,d,0,0,True,0.0
10,6196,1,6,ksas_m0_p12_d,P12,d,0,0,True,0.0
11,7944,1,6,ksas_m0_p12_d,P12,d,0,0,True,0.5892857313156128
12,8533,1,6,ksas_m0_p12_d,P12,d,0,0,True,0.0
1,8164,1,7,ksas_m0_p12_i,P12,i,0,0,True,0.0
2,8429,1,7,ksas_m0_p12_i,P12,i,0,0,True,0.0
3,7931,1,7,ksas_m0_p12_i,P12,i,0,0,True,0.0
4,6206,1,7,ksas_m0_p12_i,P12,i,0,0,True,0.1785714328289032
5,8463,1,7,ksas_m0_p12_i,P12,i,0,0,True,0.0
6,8405,1,7,ksas_m0_p12_i,P12,i,0,0,True,0.0
7,7909,1,7,ksas_m0_p12_i,P12,i,0,0,True,0.0
8,8453,1,7,ksas_m0_p12_i,P12,i,0,0,True,0.0
9,8485,1,7,ksas_m0_p12_i,P12,i,0,0,True,0.0
10,6196,1,7,ksas_m0_p12_i,P12,i,0,0,True,0.0892857164144516
11,7944,1,7,ksas_m0_p12_i,P12,i,0,0,True,0.4285714328289032
12,8533,1,7,ksas_m0_p12_i,P12,i,0,0,True,0.0
1,8164,1,14,ksas_m0_p16_d,P16,d,0,0,True,0.25
2,8429,1,14,ksas_m0_p16_d,P16,d,0,0,True,0.2857142984867096
3,7931,1,14,ksas_m0_p16_d,P16,d,0,0,True,0.2142857164144516
4,6206,1,14,ksas_m0_p16_d,P16,d,0,0,True,0.2321428507566452
5,8463,1,14,ksas_m0_p16_d,P16,d,0,0,True,0.0
6,8405,1,14,ksas_m0_p16_d,P16,d,0,0,True,0.0
7,7909,1,14,ksas_m0_p16_d,P16,d,0,0,True,0.1071428582072258
8,8453,1,14,ksas_m0_p16_d,P16,d,0,0,True,0.0
9,8485,1,14,ksas_m0_p16_d,P16,d,0,0,True,0.0
10,6196,1,14,ksas_m0_p16_d,P16,d,0,0,True,0.1428571492433548
11,7944,1,14,ksas_m0_p16_d,P16,d,0,0,True,0.6428571343421936
12,8533,1,14,ksas_m0_p16_d,P16,d,0,0,True,0.0892857164144516
1,8164,1,15,ksas_m0_p16_i,P16,i,0,0,True,0.0357142873108387
2,8429,1,15,ksas_m0_p16_i,P16,i,0,0,True,0.01785714365541935
3,7931,1,15,ksas_m0_p16_i,P16,i,0,0,True,0.0714285746216774
4,6206,1,15,ksas_m0_p16_i,P16,i,0,0,True,0.1785714328289032
5,8463,1,15,ksas_m0_p16_i,P16,i,0,0,True,0.0
6,8405,1,15,ksas_m0_p16_i,P16,i,0,0,True,0.0
7,7909,1,15,ksas_m0_p16_i,P16,i,0,0,True,0.0714285746216774
8,8453,1,15,ksas_m0_p16_i,P16,i,0,0,True,0.0
9,8485,1,15,ksas_m0_p16_i,P16,i,0,0,True,0.0
10,6196,1,15,ksas_m0_p16_i,P16,i,0,0,True,0.0892857164144516
11,7944,1,15,ksas_m0_p16_i,P16,i,0,0,True,0.6428571343421936
12,8533,1,15,ksas_m0_p16_i,P16,i,0,0,True,0.0
1,8164,1,36,ksas_m0_p08_d,P08,d,0,0,True,0.2678571343421936
2,8429,1,36,ksas_m0_p08_d,P08,d,0,0,True,0.4285714328289032
3,7931,1,36,ksas_m0_p08_d,P08,d,0,0,True,0.5714285969734192
4,6206,1,36,ksas_m0_p08_d,P08,d,0,0,True,0.25
5,8463,1,36,ksas_m0_p08_d,P08,d,0,0,True,0.3035714328289032
6,8405,1,36,ksas_m0_p08_d,P08,d,0,0,True,0.125
7,7909,1,36,ksas_m0_p08_d,P08,d,0,0,True,0.3214285671710968
8,8453,1,36,ksas_m0_p08_d,P08,d,0,0,True,0.3571428656578064
9,8485,1,36,ksas_m0_p08_d,P08,d,0,0,True,0.0
10,6196,1,36,ksas_m0_p08_d,P08,d,0,0,True,0.2678571343421936
11,7944,1,36,ksas_m0_p08_d,P08,d,0,0,True,0.2142857164144516
12,8533,1,36,ksas_m0_p08_d,P08,d,0,0,True,0.0357142873108387
1,8164,1,37,ksas_m0_p08_i,P08,i,0,0,True,0.1964285671710968
2,8429,1,37,ksas_m0_p08_i,P08,i,0,0,True,0.3035714328289032
3,7931,1,37,ksas_m0_p08_i,P08,i,0,0,True,0.1428571492433548
4,6206,1,37,ksas_m0_p08_i,P08,i,0,0,True,0.0892857164144516
5,8463,1,37,ksas_m0_p08_i,P08,i,0,0,True,0.0
6,8405,1,37,ksas_m0_p08_i,P08,i,0,0,True,0.0
7,7909,1,37,ksas_m0_p08_i,P08,i,0,0,True,0.0535714291036129
8,8453,1,37,ksas_m0_p08_i,P08,i,0,0,True,0.0
9,8485,1,37,ksas_m0_p08_i,P08,i,0,0,True,0.01785714365541935
10,6196,1,37,ksas_m0_p08_i,P08,i,0,0,True,0.0714285746216774
11,7944,1,37,ksas_m0_p08_i,P08,i,0,0,True,0.1607142835855484
12,8533,1,37,ksas_m0_p08_i,P08,i,0,0,True,0.01785714365541935
1,8164,1,42,ksas_m1_p10_d,P10,d,1,1,True,0.5
2,8429,1,42,ksas_m1_p10_d,P10,d,1,1,True,0.5535714030265808
3,7931,1,42,ksas_m1_p10_d,P10,d,1,1,True,0.5
4,6206,1,42,ksas_m1_p10_d,P10,d,1,1,True,0.4107142984867096
5,8463,1,42,ksas_m1_p10_d,P10,d,1,1,True,0.4285714328289032
6,8405,1,42,ksas_m1_p10_d,P10,d,1,1,True,0.4285714328289032
7,7909,1,42,ksas_m1_p10_d,P10,d,1,1,True,0.5714285969734192
8,8453,1,42,ksas_m1_p10_d,P10,d,1,1,True,0.4821428656578064
9,8485,1,42,ksas_m1_p10_d,P10,d,1,1,True,0.4285714328289032
10,6196,1,42,ksas_m1_p10_d,P10,d,1,1,True,0.4642857015132904
11,7944,1,42,ksas_m1_p10_d,P10,d,1,1,True,0.2321428507566452
12,8533,1,42,ksas_m1_p10_d,P10,d,1,1,True,0.5357142686843872
1,8164,1,43,ksas_m1_p10_i,P10,i,1,1,True,0.3571428656578064
2,8429,1,43,ksas_m1_p10_i,P10,i,1,1,True,0.5714285969734192
3,7931,1,43,ksas_m1_p10_i,P10,i,1,1,True,0.5178571343421936
4,6206,1,43,ksas_m1_p10_i,P10,i,1,1,True,0.3392857015132904
5,8463,1,43,ksas_m1_p10_i,P10,i,1,1,True,0.5357142686843872
6,8405,1,43,ksas_m1_p10_i,P10,i,1,1,True,0.4642857015132904
7,7909,1,43,ksas_m1_p10_i,P10,i,1,1,True,0.4107142984867096
8,8453,1,43,ksas_m1_p10_i,P10,i,1,1,True,0.6071428656578064
9,8485,1,43,ksas_m1_p10_i,P10,i,1,1,True,0.5
10,6196,1,43,ksas_m1_p10_i,P10,i,1,1,True,0.375
11,7944,1,43,ksas_m1_p10_i,P10,i,1,1,True,0.1964285671710968
12,8533,1,43,ksas_m1_p10_i,P10,i,1,1,True,0.5357142686843872
1,8164,1,46,ksas_m1_p12_d,P12,d,1,1,True,0.4821428656578064
2,8429,1,46,ksas_m1_p12_d,P12,d,1,1,True,0.5892857313156128
